"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"RCUS","Arcus Biosciences, Inc.","22.66","$1.47B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rcus"
"ARD","Ardagh Group S.A.","15.74","$3.72B","2017","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/ard"
"ASC","Ardmore Shipping Corporation","3.6","$119.83M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/asc"
"AFC","Ares Capital Corporation","25.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/afc"
"ACRE","Ares Commercial Real Estate Corporation","9.77","$326.73M","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/acre"
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","12.83","$294M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ardc"
"ARES","Ares Management Corporation","40.96","$5.87B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/ares"
"ARES^A","Ares Management Corporation","26.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ares^a"
"AGX","Argan, Inc.","43.52","$681.09M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/agx"
"ARGD","Argo Group International Holdings, Ltd.","25.45","n/a","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argd"
"ARGO","Argo Group International Holdings, Ltd.","37.61","$1.3B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argo"
"ARGO^A","Argo Group International Holdings, Ltd.","25.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/argo^a"
"ANET","Arista Networks, Inc.","228.52","$17.37B","2014","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/anet"
"AI","Arlington Asset Investment Corp","2.75","$96.3M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ai"
"AI^B","Arlington Asset Investment Corp","18.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^b"
"AI^C","Arlington Asset Investment Corp","19.1901","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^c"
"AIC","Arlington Asset Investment Corp","23.4","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aic"
"AIW","Arlington Asset Investment Corp","24","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aiw"
"ARLO","Arlo Technologies, Inc.","5.95","$464.91M","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/arlo"
"AHH","Armada Hoffler Properties, Inc.","10.35","$811.96M","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/ahh"
"AHH^A","Armada Hoffler Properties, Inc.","23.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahh^a"
"ARR","ARMOUR Residential REIT, Inc.","9.76","$631.37M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/arr"
"ARR^C","ARMOUR Residential REIT, Inc.","23.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/arr^c"
"AFI","Armstrong Flooring, Inc.","3.75","$80.98M","2016","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/afi"
"AWI","Armstrong World Industries Inc","73.7","$3.53B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/awi"
"ARW","Arrow Electronics, Inc.","81.45","$6.32B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/arw"
"AJG","Arthur J. Gallagher & Co.","107.35","$20.55B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/ajg"
"APAM","Artisan Partners Asset Management Inc.","39.93","$3.14B","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/apam"
"ASA","ASA Gold and Precious Metals Limited","23.21","$447.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asa"
"ABG","Asbury Automotive Group Inc","109.67","$2.12B","2002","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/abg"
"ACND.U","Ascendant Digital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/acnd.u"
"ASX","ASE Technology Holding Co., Ltd.","4.13","$8.81B","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/asx"
"ASGN","ASGN Incorporated","74.64","$3.92B","1992","Technology","Professional Services","https://old.nasdaq.com/symbol/asgn"
"AHT","Ashford Hospitality Trust Inc","3","$31.43M","2003","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aht"
"AHT^D","Ashford Hospitality Trust Inc","5.055","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^d"
"AHT^F","Ashford Hospitality Trust Inc","4.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^f"
"AHT^G","Ashford Hospitality Trust Inc","4.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^g"
"AHT^H","Ashford Hospitality Trust Inc","4.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^h"
"AHT^I","Ashford Hospitality Trust Inc","4.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^i"
"ASH","Ashland Global Holdings Inc.","76.58","$4.63B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/ash"
"ASPN","Aspen Aerogels, Inc.","8.65","$232.21M","2014","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/aspn"
"AHL^C","Aspen Insurance Holdings Limited","25.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^c"
"AHL^D","Aspen Insurance Holdings Limited","24.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^d"
"AHL^E","Aspen Insurance Holdings Limited","24.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^e"
"AMK","AssetMark Financial Holdings, Inc.","24.49","$1.77B","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/amk"
"ASB","Associated Banc-Corp","13.64","$2.1B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asb"
"ASB^C","Associated Banc-Corp","25.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^c"
"ASB^D","Associated Banc-Corp","25.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^d"
"ASB^E","Associated Banc-Corp","27.125","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^e"
"ASB^F","Associated Banc-Corp","25.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^f"
"AC","Associated Capital Group, Inc.","39.19","$876.36M","2015","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ac"
"AIZ","Assurant, Inc.","124.02","$7.4B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aiz"
"AIZP","Assurant, Inc.","120.18","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aizp"
"AGO","Assured Guaranty Ltd.","21.4","$1.79B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ago"
"AGO^B","Assured Guaranty Ltd.","26.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^b"
"AGO^E","Assured Guaranty Ltd.","26.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^e"
"AGO^F","Assured Guaranty Ltd.","25.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^f"
"AZN","Astrazeneca PLC","55.9","$146.71B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/azn"
"HOME","At Home Group Inc.","17.26","$1.11B","2016","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/home"
"T","AT&T Inc.","29.7","$211.61B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/t"
"T^A","AT&T Inc.","26.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^a"
"T^C","AT&T Inc.","25.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^c"
"TBB","AT&T Inc.","26.8","n/a","2017","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbb"
"TBC","AT&T Inc.","27.38","n/a","2018","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbc"
"ATTO","Atento S.A.","10.251","$145.15M","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/atto"
"ATH","Athene Holding Ltd.","36.14","$7.02B","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/ath"
"ATH^A","Athene Holding Ltd.","26.67","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^a"
"ATH^B","Athene Holding Ltd.","25.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^b"
"ATH^C","Athene Holding Ltd.","27.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^c"
"ATKR","Atkore International Group Inc.","27.97","$1.32B","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/atkr"
"AT","Atlantic Power Corporation","2.13","$190.04M","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/at"
"ATCO","Atlas Corp.","8.53","$2.11B","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/atco"
"ATCO^D","Atlas Corp.","23.8359","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^d"
"ATCO^E","Atlas Corp.","24.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^e"
"ATCO^G","Atlas Corp.","24.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^g"
"ATCO^H","Atlas Corp.","23.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^h"
"ATCO^I","Atlas Corp.","23.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^i"
"ATO","Atmos Energy Corporation","98.43","$12.14B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/ato"
"ACB","Aurora Cannabis Inc.","9","$1.01B","2018","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/acb"
"ATHM","Autohome Inc.","83.12","$9.9B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/athm"
"ALV","Autoliv, Inc.","79.85","$6.97B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alv"
"AN","AutoNation, Inc.","58.48","$5.1B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/an"
"AZO","AutoZone, Inc.","1250.35","$29.21B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/azo"
"AVLR","Avalara, Inc.","136.08","$11.44B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/avlr"
"AVB","AvalonBay Communities, Inc.","161.3","$22.7B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/avb"
"AGR","Avangrid, Inc.","48.44","$14.97B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/agr"
"AVNS","Avanos Medical, Inc.","32.65","$1.56B","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/avns"
"AVTR","Avantor, Inc.","22.41","$12.92B","2019","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/avtr"
"AVTR^A","Avantor, Inc.","73.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/avtr^a"
"AVYA","Avaya Holdings Corp.","16.45","$1.36B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/avya"
"AVY","Avery Dennison Corporation","121.16","$10.11B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/avy"
"AVNT","Avient Corporation","27.76","$2.54B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/avnt"
"AVA","Avista Corporation","37.01","$2.51B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ava"
"AXTA","Axalta Coating Systems Ltd.","24.27","$5.71B","2014","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/axta"
"AXS","Axis Capital Holdings Limited","48.71","$4.11B","2003","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/axs"
"AXS^E","Axis Capital Holdings Limited","25.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/axs^e"
"AX","Axos Financial, Inc.","24.95","$1.48B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ax"
"AXO","Axos Financial, Inc.","25.41","n/a","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/axo"
"AZUL","Azul S.A.","12.94","$1.47B","2017","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/azul"
"AZRE","Azure Power Global Limited","23.78","$1.14B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/azre"
"AZZ","AZZ Inc.","35.22","$922.59M","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/azz"
"BGS","B&G Foods, Inc.","31.01","$1.99B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bgs"
"BMRG","B. Riley Principal Merger Corp. II","10.34","$239.69M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bmrg"
"BMRG.U","B. Riley Principal Merger Corp. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.u"
"BMRG.WS","B. Riley Principal Merger Corp. II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.ws"
"BW","Babcock","2.4","$118.35M","2015","Capital Goods","Building Products","https://old.nasdaq.com/symbol/bw"
"BGH","Babson Global Short Duration High Yield Fund","13.52","$271.18M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bgh"
"BMI","Badger Meter, Inc.","64.32","$1.87B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bmi"
"BCSF","Bain Capital Specialty Finance, Inc.","10.74","$693.4M","2018","n/a","n/a","https://old.nasdaq.com/symbol/bcsf"
"BKR","Baker Hughes Company","14.11","$14.59B","2017","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/bkr"
"BBN","BalckRock Taxable Municipal Bond Trust","26.6","$1.52B","2010","n/a","n/a","https://old.nasdaq.com/symbol/bbn"
"BLL","Ball Corporation","84.59","$27.62B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/bll"
"BANC","Banc of California, Inc.","11.54","$579.67M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/banc"
"BANC^D","Banc of California, Inc.","25.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^d"
"BANC^E","Banc of California, Inc.","25.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^e"
"BBAR","Banco BBVA Argentina S.A.","3.32","$678.07M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbar"
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","2.8","$18.67B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbva"
"BBD","Banco Bradesco Sa","3.91","$34.55B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bbd"
"BBDO","Banco Bradesco Sa","3.6401","$32.16B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bbdo"
"BCH","Banco De Chile","16.79","$8.48B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bch"
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","12.45","$493.92M","1992","Finance","Commercial Banks","https://old.nasdaq.com/symbol/blx"
"BSBR","Banco Santander Brasil SA","5.37","$40.06B","2009","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsbr"
"BSAC","Banco Santander Chile","15.59","$7.34B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsac"
"BSMX","Banco Santander Mexico, S.A., Institucion de Ban","3.17","$4.3B","2012","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsmx"
"SAN","Banco Santander, S.A.","2.18","$36.21B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/san"
"SAN^B","Banco Santander, S.A.","23.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/san^b"
"CIB","BanColombia S.A.","30.23","$7.27B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/cib"
"BXS","BancorpSouth Bank","21.96","$2.25B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxs"
"BXS^A","BancorpSouth Bank","26.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxs^a"
"BAC","Bank of America Corporation","26.02","$225.44B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bac"
"BAC^A","Bank of America Corporation","26.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^a"
"BAC^B","Bank of America Corporation","27.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^b"
"BAC^C","Bank of America Corporation","25.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^c"
"BAC^E","Bank of America Corporation","24.9499","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^e"
"BAC^K","Bank of America Corporation","27.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^k"
"BAC^L","Bank of America Corporation","1489.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^l"
"BAC^M","Bank of America Corporation","27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^m"
"BAC^N","Bank of America Corporation","26.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^n"
"BML^G","Bank of America Corporation","20.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^g"
"BML^H","Bank of America Corporation","21.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^h"
"BML^J","Bank of America Corporation","24.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^j"
"BML^L","Bank of America Corporation","24.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^l"
"BOH","Bank of Hawaii Corporation","55.18","$2.21B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/boh"
"BMO","Bank Of Montreal","62.81","$40.37B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bmo"
"NTB","Bank of N.T. Butterfield & Son Limited (The)","25.52","$1.3B","2016","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ntb"
"BNS","Bank of Nova Scotia (The)","42.83","$51.89B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bns"
"BKU","BankUnited, Inc.","23.87","$2.21B","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bku"
"BCS","Barclays PLC","5.53","$23.98B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bcs"
"BBDC","Barings BDC, Inc.","8.28","$397.12M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbdc"
"MCI","Barings Corporate Investors","12.94","$262.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mci"
